store_id,dept_id,store_type,status,reorder_point_usd,simulated_inventory_usd,excess_value_inr,abs_deviation_usd,alert_message
14,74,A,Understocked,55257.9251376695,47900.60391697568,0.0,7357.321220693826,"Store 14, Dept 74: 13% below reorder point - restock recommended"
4,22,A,Understocked,40021.86155660698,32727.90352204395,0.0,7293.9580345630275,"Store 4, Dept 22: 18% below reorder point - restock recommended"
25,7,B,Understocked,38122.89049927829,30835.630043519002,0.0,7287.2604557592895,"Store 25, Dept 7: 19% below reorder point - restock recommended"
24,5,A,Understocked,51364.30233460488,44125.58650680501,0.0,7238.715827799868,"Store 24, Dept 5: 14% below reorder point - restock recommended"
11,3,A,Understocked,65723.30648849471,58542.179086606615,0.0,7181.127401888094,"Store 11, Dept 3: 11% below reorder point - restock recommended"
19,5,A,Understocked,50558.219321959594,43403.41415892458,0.0,7154.805163035016,"Store 19, Dept 5: 14% below reorder point - restock recommended"
13,3,A,Understocked,105720.22214658716,98616.61984786128,0.0,7103.602298725877,"Store 13, Dept 3: 7% below reorder point - restock recommended"
43,4,C,Understocked,36724.02051312765,29685.31581926987,0.0,7038.704693857784,"Store 43, Dept 4: 19% below reorder point - restock recommended"
35,34,B,Understocked,64562.959297554306,57533.29226413278,0.0,7029.667033421523,"Store 35, Dept 34: 11% below reorder point - restock recommended"
33,95,A,Understocked,63782.254663916676,56752.965801814404,0.0,7029.288862102272,"Store 33, Dept 95: 11% below reorder point - restock recommended"
24,49,A,Overstocked,13344.368970836967,20366.87532213847,29076.71486829029,7022.506351301501,"Store 24, Dept 49: 1.5x reorder point - INR 29,077 excess tied up"
45,11,B,Understocked,52746.629934817305,45763.85186409608,0.0,6982.778070721222,"Store 45, Dept 11: 13% below reorder point - restock recommended"
15,23,B,Understocked,48364.809009577395,41408.780844276625,0.0,6956.02816530077,"Store 15, Dept 23: 14% below reorder point - restock recommended"
1,80,A,Understocked,41505.309012789134,34574.58320972238,0.0,6930.725803066751,"Store 1, Dept 80: 17% below reorder point - restock recommended"
5,95,B,Understocked,46505.06673020859,39599.77052822156,0.0,6905.296201987032,"Store 5, Dept 95: 15% below reorder point - restock recommended"
22,9,B,Understocked,62147.598716169625,55247.77642591964,0.0,6899.822290249984,"Store 22, Dept 9: 11% below reorder point - restock recommended"
19,34,A,Understocked,46599.11501231433,39735.29084337197,0.0,6863.824168942359,"Store 19, Dept 34: 15% below reorder point - restock recommended"
1,58,A,Overstocked,13513.49070950001,20375.59775494039,8745.020327301001,6862.10704544038,"Store 1, Dept 58: 1.5x reorder point - INR 8,745 excess tied up"
17,10,B,Understocked,34855.61031476533,28046.974174752148,0.0,6808.636140013179,"Store 17, Dept 10: 20% below reorder point - restock recommended"
24,13,A,Understocked,65841.25515175171,59042.685399487236,0.0,6798.569752264477,"Store 24, Dept 13: 10% below reorder point - restock recommended"
39,96,A,Understocked,66565.29199667748,59777.006197769806,0.0,6788.285798907673,"Store 39, Dept 96: 10% below reorder point - restock recommended"
33,38,A,Understocked,47650.101926265794,40909.10920673269,0.0,6740.992719533104,"Store 33, Dept 38: 14% below reorder point - restock recommended"
38,91,C,Understocked,61505.37139709439,54788.30405420505,0.0,6717.067342889342,"Store 38, Dept 91: 11% below reorder point - restock recommended"
7,2,B,Understocked,53223.284628127076,46507.54681325972,0.0,6715.737814867352,"Store 7, Dept 2: 13% below reorder point - restock recommended"
25,1,B,Understocked,36018.32926597968,29319.293247346726,0.0,6699.036018632953,"Store 25, Dept 1: 19% below reorder point - restock recommended"
37,93,C,Understocked,49636.58641701305,42944.648989791196,0.0,6691.937427221856,"Store 37, Dept 93: 13% below reorder point - restock recommended"
26,2,A,Understocked,59901.60562603349,53229.29068555412,0.0,6672.314940479366,"Store 26, Dept 2: 11% below reorder point - restock recommended"
19,29,A,Overstocked,12612.000673035112,19262.608272937086,28602.40286090683,6650.607599901974,"Store 19, Dept 29: 1.5x reorder point - INR 28,602 excess tied up"
20,46,A,Understocked,72309.22244362457,65677.78246184757,0.0,6631.439981777003,"Store 20, Dept 46: 9% below reorder point - restock recommended"
28,46,A,Understocked,43442.356336587654,36826.836803033984,0.0,6615.51953355367,"Store 28, Dept 46: 15% below reorder point - restock recommended"
25,13,B,Understocked,55061.3552443845,48459.907583049375,0.0,6601.447661335122,"Store 25, Dept 13: 12% below reorder point - restock recommended"
18,90,B,Understocked,53355.91691793459,46757.632025201856,0.0,6598.284892732736,"Store 18, Dept 90: 12% below reorder point - restock recommended"
19,72,A,Understocked,142666.29915670285,136072.74758607475,0.0,6593.5515706281,"Store 19, Dept 72: 5% below reorder point - restock recommended"
11,79,A,Understocked,72775.01715619012,66184.4913684949,0.0,6590.525787695224,"Store 11, Dept 79: 9% below reorder point - restock recommended"
34,46,A,Understocked,36511.07010049346,29942.794510323718,0.0,6568.275590169742,"Store 34, Dept 46: 18% below reorder point - restock recommended"
21,9,B,Understocked,39317.26885049904,32837.5780368084,0.0,6479.690813690635,"Store 21, Dept 9: 16% below reorder point - restock recommended"
24,91,A,Understocked,111781.45352037367,105306.44951545013,0.0,6475.0040049235395,"Store 24, Dept 91: 6% below reorder point - restock recommended"
36,38,A,Understocked,44441.438627758325,38072.27004535158,0.0,6369.168582406746,"Store 36, Dept 38: 14% below reorder point - restock recommended"
41,40,A,Understocked,125259.6167410895,118923.54436385065,0.0,6336.072377238845,"Store 41, Dept 40: 5% below reorder point - restock recommended"
18,1,B,Understocked,35513.1793168822,29217.682749397118,0.0,6295.496567485079,"Store 18, Dept 1: 18% below reorder point - restock recommended"
24,23,A,Understocked,67545.20861260164,61253.576030403965,0.0,6291.632582197672,"Store 24, Dept 23: 9% below reorder point - restock recommended"
39,34,A,Understocked,41200.90101432971,34936.60259954207,0.0,6264.298414787641,"Store 39, Dept 34: 15% below reorder point - restock recommended"
20,48,A,Overstocked,12394.332278415986,18647.727145303015,4666.9843973598145,6253.394866887029,"Store 20, Dept 48: 1.5x reorder point - INR 4,667 excess tied up"
17,3,B,Understocked,58920.983361880586,52679.778391097425,0.0,6241.204970783161,"Store 17, Dept 3: 11% below reorder point - restock recommended"
9,11,B,Understocked,42835.51348707523,36640.651358152536,0.0,6194.862128922694,"Store 9, Dept 11: 14% below reorder point - restock recommended"
10,32,B,Understocked,43739.94773345095,37553.8346712012,0.0,6186.113062249751,"Store 10, Dept 32: 14% below reorder point - restock recommended"
34,93,A,Understocked,70641.08413981904,64461.81757623774,0.0,6179.2665635812955,"Store 34, Dept 93: 9% below reorder point - restock recommended"
39,22,A,Understocked,31000.25673098996,24830.838188420912,0.0,6169.418542569048,"Store 39, Dept 22: 20% below reorder point - restock recommended"
28,34,A,Understocked,38702.30621540571,32573.793953316785,0.0,6128.512262088927,"Store 28, Dept 34: 16% below reorder point - restock recommended"
8,82,A,Understocked,32279.158872362394,26166.054486792353,0.0,6113.104385570041,"Store 8, Dept 82: 19% below reorder point - restock recommended"
32,49,A,Overstocked,11924.40796243557,17996.541443205726,9124.148462846755,6072.133480770155,"Store 32, Dept 49: 1.5x reorder point - INR 9,124 excess tied up"
35,6,B,Overstocked,12000.9873364034,18067.302720030588,5463.202380315583,6066.315383627189,"Store 35, Dept 6: 1.5x reorder point - INR 5,463 excess tied up"
7,46,B,Understocked,35961.67049375815,29902.371243444075,0.0,6059.299250314078,"Store 7, Dept 46: 17% below reorder point - restock recommended"
34,48,A,Overstocked,12010.220239356539,18060.16099454687,3720.942747501158,6049.940755190331,"Store 34, Dept 48: 1.5x reorder point - INR 3,721 excess tied up"
43,13,C,Understocked,37277.4158862097,31227.96849962118,0.0,6049.447386588523,"Store 43, Dept 13: 16% below reorder point - restock recommended"
32,74,A,Understocked,34834.03157478954,28801.007023432343,0.0,6033.024551357194,"Store 32, Dept 74: 17% below reorder point - restock recommended"
25,94,B,Overstocked,11826.017355875176,17816.3424708989,6417.264278149432,5990.325115023725,"Store 25, Dept 94: 1.5x reorder point - INR 6,417 excess tied up"
27,74,A,Understocked,62645.776235140554,56859.83392325645,0.0,5785.942311884108,"Store 27, Dept 74: 9% below reorder point - restock recommended"
24,46,A,Understocked,36644.77292075754,30871.739663916534,0.0,5773.033256841005,"Store 24, Dept 46: 16% below reorder point - restock recommended"
19,14,A,Understocked,37004.314343972044,31233.751340907096,0.0,5770.563003064948,"Store 19, Dept 14: 16% below reorder point - restock recommended"
35,2,B,Understocked,99544.3563502277,93778.28940547691,0.0,5766.066944750783,"Store 35, Dept 2: 6% below reorder point - restock recommended"
2,92,A,Understocked,355300.7835049734,349545.2930989647,0.0,5755.49040600867,"Store 2, Dept 92: 2% below reorder point - restock recommended"
14,95,A,Understocked,323293.03770767496,317557.0583379744,0.0,5735.979369700537,"Store 14, Dept 95: 2% below reorder point - restock recommended"
45,34,B,Understocked,36990.170948416344,31280.52336759142,0.0,5709.647580824923,"Store 45, Dept 34: 15% below reorder point - restock recommended"
39,9,A,Understocked,52474.094876616706,46788.61363459497,0.0,5685.481242021735,"Store 39, Dept 9: 11% below reorder point - restock recommended"
36,79,A,Understocked,38922.85660860749,33322.220107154295,0.0,5600.636501453198,"Store 36, Dept 79: 14% below reorder point - restock recommended"
10,24,B,Understocked,44173.33340620465,38620.79862648108,0.0,5552.534779723566,"Store 10, Dept 24: 13% below reorder point - restock recommended"
26,7,A,Understocked,32731.62853383965,27187.68908626195,0.0,5543.939447577697,"Store 26, Dept 7: 17% below reorder point - restock recommended"
6,97,A,Understocked,48122.480887382924,42610.48005013004,0.0,5512.000837252883,"Store 6, Dept 97: 11% below reorder point - restock recommended"
11,74,A,Understocked,51349.81166320212,45858.80805451853,0.0,5491.00360868359,"Store 11, Dept 74: 11% below reorder point - restock recommended"
19,30,A,Overstocked,10620.00099455939,16053.182972234139,10224.062872789538,5433.181977674749,"Store 19, Dept 30: 1.5x reorder point - INR 10,224 excess tied up"
12,46,B,Understocked,75830.53411599438,70428.55645324616,0.0,5401.977662748221,"Store 12, Dept 46: 7% below reorder point - restock recommended"
42,40,C,Understocked,43082.45446979426,37690.1103044897,0.0,5392.344165304559,"Store 42, Dept 40: 13% below reorder point - restock recommended"
17,42,B,Overstocked,10617.652144357544,16003.783583076138,6416.345422805225,5386.131438718594,"Store 17, Dept 42: 1.5x reorder point - INR 6,416 excess tied up"
27,85,A,Overstocked,10118.883485177677,15469.685154358858,24182.8739071644,5350.801669181181,"Store 27, Dept 85: 1.5x reorder point - INR 24,183 excess tied up"
37,13,C,Understocked,36007.25130971258,30692.449177481423,0.0,5314.802132231154,"Store 37, Dept 13: 15% below reorder point - restock recommended"
9,13,B,Understocked,49856.99955306712,44545.90601750723,0.0,5311.093535559892,"Store 9, Dept 13: 11% below reorder point - restock recommended"
14,22,A,Understocked,37549.42225568716,32309.138569763898,0.0,5240.283685923263,"Store 14, Dept 22: 14% below reorder point - restock recommended"
26,49,A,Overstocked,10093.240667494663,15329.703855080435,15756.956868590489,5236.463187585772,"Store 26, Dept 49: 1.5x reorder point - INR 15,757 excess tied up"
18,6,B,Overstocked,10106.076633780845,15227.646301569956,5688.102124591052,5121.56966778911,"Store 18, Dept 6: 1.5x reorder point - INR 5,688 excess tied up"
1,98,A,Understocked,25723.250497886766,20682.29456380525,0.0,5040.955934081514,"Store 1, Dept 98: 20% below reorder point - restock recommended"
12,74,B,Understocked,36346.01285693792,31341.357982875234,0.0,5004.6548740626895,"Store 12, Dept 74: 14% below reorder point - restock recommended"
41,87,A,Understocked,31247.657281953943,26244.380096914916,0.0,5003.277185039027,"Store 41, Dept 87: 16% below reorder point - restock recommended"
29,9,B,Understocked,32980.94155226096,28013.942632604445,0.0,4966.998919656518,"Store 29, Dept 9: 15% below reorder point - restock recommended"
1,79,A,Understocked,86548.61047248052,81621.18080370575,0.0,4927.42966877477,"Store 1, Dept 79: 6% below reorder point - restock recommended"
40,26,A,Overstocked,9480.21020504976,14374.225801729815,12774.5710148796,4894.015596680056,"Store 40, Dept 26: 1.5x reorder point - INR 12,775 excess tied up"
11,13,A,Understocked,92547.06049484234,87659.45991956012,0.0,4887.600575282224,"Store 11, Dept 13: 5% below reorder point - restock recommended"
10,82,B,Understocked,47728.90936813283,42866.41762586429,0.0,4862.491742268539,"Store 10, Dept 82: 10% below reorder point - restock recommended"
24,30,A,Overstocked,9582.029499609023,14421.435200556012,4016.448944825608,4839.405700946989,"Store 24, Dept 30: 1.5x reorder point - INR 4,016 excess tied up"
29,92,B,Understocked,56982.91718956147,52156.86416185168,0.0,4826.053027709793,"Store 29, Dept 92: 8% below reorder point - restock recommended"
41,14,A,Understocked,38254.453710853675,33446.507290883805,0.0,4807.9464199698705,"Store 41, Dept 14: 13% below reorder point - restock recommended"
19,80,A,Understocked,46079.01010367252,41288.83942831396,0.0,4790.17067535856,"Store 19, Dept 80: 10% below reorder point - restock recommended"
31,16,A,Understocked,26925.340803578812,22192.625961193273,0.0,4732.71484238554,"Store 31, Dept 16: 18% below reorder point - restock recommended"
23,96,B,Understocked,41025.941804723945,36305.80342318183,0.0,4720.138381542114,"Store 23, Dept 96: 12% below reorder point - restock recommended"
32,67,A,Understocked,23847.415875092513,19173.781030155413,0.0,4673.6348449371,"Store 32, Dept 67: 20% below reorder point - restock recommended"
24,7,A,Understocked,63236.61823558557,58599.66014983186,0.0,4636.958085753708,"Store 24, Dept 7: 7% below reorder point - restock recommended"
31,96,A,Understocked,71003.22070660957,66408.67550297886,0.0,4594.545203630711,"Store 31, Dept 96: 6% below reorder point - restock recommended"
38,97,C,Understocked,23736.01984957546,19160.76885081035,0.0,4575.25099876511,"Store 38, Dept 97: 19% below reorder point - restock recommended"
9,87,B,Understocked,37574.11495046067,32998.92419606209,0.0,4575.19075439858,"Store 9, Dept 87: 12% below reorder point - restock recommended"
18,14,B,Understocked,43905.25436791876,39330.71150390108,0.0,4574.542864017676,"Store 18, Dept 14: 10% below reorder point - restock recommended"
25,4,B,Understocked,45345.150306182855,40814.7202016904,0.0,4530.430104492458,"Store 25, Dept 4: 10% below reorder point - restock recommended"
16,46,B,Understocked,32847.048943590555,28363.43775785819,0.0,4483.611185732363,"Store 16, Dept 46: 14% below reorder point - restock recommended"
1,23,A,Understocked,45593.967095382504,41118.03097588727,0.0,4475.936119495236,"Store 1, Dept 23: 10% below reorder point - restock recommended"
1,97,A,Understocked,81424.56124807007,76951.29514133884,0.0,4473.266106731229,"Store 1, Dept 97: 5% below reorder point - restock recommended"
40,82,A,Understocked,34282.199555041094,29813.222499481355,0.0,4468.977055559739,"Store 40, Dept 82: 13% below reorder point - restock recommended"
13,25,A,Understocked,34976.796802184246,30520.480655184358,0.0,4456.316146999889,"Store 13, Dept 25: 13% below reorder point - restock recommended"
8,16,A,Understocked,49088.063463544626,44660.53271526543,0.0,4427.530748279198,"Store 8, Dept 16: 9% below reorder point - restock recommended"
41,80,A,Understocked,41501.77955213965,37075.314493061844,0.0,4426.465059077804,"Store 41, Dept 80: 11% below reorder point - restock recommended"
13,67,A,Understocked,45132.819881560965,40722.55889442635,0.0,4410.260987134614,"Store 13, Dept 67: 10% below reorder point - restock recommended"
40,33,A,Overstocked,8527.663281918778,12930.153199995953,11508.637000776345,4402.489918077175,"Store 40, Dept 33: 1.5x reorder point - INR 11,509 excess tied up"
21,2,B,Understocked,103389.1731333685,98989.22574711846,0.0,4399.947386250045,"Store 21, Dept 2: 4% below reorder point - restock recommended"
25,67,B,Understocked,22933.318491533944,18549.36668210338,0.0,4383.951809430564,"Store 25, Dept 67: 19% below reorder point - restock recommended"
34,38,A,Understocked,106952.96653044716,102574.47941995907,0.0,4378.487110488088,"Store 34, Dept 38: 4% below reorder point - restock recommended"
7,8,B,Understocked,31109.6890177468,26735.187959649396,0.0,4374.501058097405,"Store 7, Dept 8: 14% below reorder point - restock recommended"
13,96,A,Understocked,23295.690632369857,18949.301669195815,0.0,4346.388963174042,"Store 13, Dept 96: 19% below reorder point - restock recommended"
24,25,A,Understocked,28785.472154980154,24460.9093668806,0.0,4324.562788099553,"Store 24, Dept 25: 15% below reorder point - restock recommended"
40,24,A,Overstocked,8176.974744053215,12479.846731651767,17793.923092471494,4302.871987598553,"Store 40, Dept 24: 1.5x reorder point - INR 17,794 excess tied up"
11,14,A,Understocked,52722.971484346366,48477.12934201232,0.0,4245.842142334048,"Store 11, Dept 14: 8% below reorder point - restock recommended"
1,5,A,Understocked,49308.22690508782,45062.473366852304,0.0,4245.753538235513,"Store 1, Dept 5: 9% below reorder point - restock recommended"
13,11,A,Understocked,49326.733034792254,45084.209590402985,0.0,4242.52344438927,"Store 13, Dept 11: 9% below reorder point - restock recommended"
32,72,A,Understocked,104827.60085025923,100626.13478607534,0.0,4201.4660641838855,"Store 32, Dept 72: 4% below reorder point - restock recommended"
1,16,A,Understocked,62300.58466357553,58109.76301817003,0.0,4190.8216454055,"Store 1, Dept 16: 7% below reorder point - restock recommended"
39,47,A,Overstocked,7966.582923288638,12138.438368977098,15650.810675663766,4171.85544568846,"Store 39, Dept 47: 1.5x reorder point - INR 15,651 excess tied up"
40,10,A,Understocked,52681.85760368275,48519.850680725074,0.0,4162.006922957677,"Store 40, Dept 10: 8% below reorder point - restock recommended"
11,11,A,Understocked,42345.184331117955,38196.789013320595,0.0,4148.39531779736,"Store 11, Dept 11: 10% below reorder point - restock recommended"
20,47,A,Overstocked,7954.896694717209,12093.352069718416,13363.58329433591,4138.455375001206,"Store 20, Dept 47: 1.5x reorder point - INR 13,364 excess tied up"
16,21,B,Overstocked,7787.641449834177,11886.142500703467,16988.467054032626,4098.501050869289,"Store 16, Dept 21: 1.5x reorder point - INR 16,988 excess tied up"
4,29,A,Understocked,21676.972952599634,17586.16680273723,0.0,4090.8061498624047,"Store 4, Dept 29: 19% below reorder point - restock recommended"
23,24,B,Understocked,26188.46225506361,22100.545696517078,0.0,4087.9165585465307,"Store 23, Dept 24: 16% below reorder point - restock recommended"
18,33,B,Understocked,21181.18431619571,17124.627315239017,0.0,4056.5570009566945,"Store 18, Dept 33: 19% below reorder point - restock recommended"
1,34,A,Understocked,26587.15225129401,22532.283524064056,0.0,4054.868727229954,"Store 1, Dept 34: 15% below reorder point - restock recommended"
41,91,A,Understocked,116050.74040331443,111997.26116694402,0.0,4053.4792363704037,"Store 41, Dept 91: 3% below reorder point - restock recommended"
18,7,B,Understocked,62225.12748213728,58207.47665775549,0.0,4017.650824381788,"Store 18, Dept 7: 6% below reorder point - restock recommended"
10,25,B,Understocked,45370.47284482115,41359.14101497212,0.0,4011.331829849034,"Store 10, Dept 25: 9% below reorder point - restock recommended"
15,1,B,Understocked,23313.45250642249,19321.759823991113,0.0,3991.6926824313778,"Store 15, Dept 1: 17% below reorder point - restock recommended"
39,51,A,Overstocked,7924.326689955305,11908.843733897917,1855.3570140916909,3984.517043942612,"Store 39, Dept 51: 1.5x reorder point - INR 1,855 excess tied up"
23,40,B,Understocked,137706.08873934767,133752.37063403797,0.0,3953.718105309701,"Store 23, Dept 40: 3% below reorder point - restock recommended"
5,10,B,Understocked,24232.43609586449,20300.181900737673,0.0,3932.2541951268176,"Store 5, Dept 10: 16% below reorder point - restock recommended"
31,49,A,Understocked,20927.015815543615,17016.69378833384,0.0,3910.322027209775,"Store 31, Dept 49: 19% below reorder point - restock recommended"
11,55,A,Understocked,21849.402188216605,18014.366217184568,0.0,3835.035971032037,"Store 11, Dept 55: 18% below reorder point - restock recommended"
12,10,B,Understocked,42798.019405283485,39004.12483488357,0.0,3793.8945703999125,"Store 12, Dept 10: 9% below reorder point - restock recommended"
5,1,B,Understocked,21929.134411916864,18141.1873488534,0.0,3787.947063063464,"Store 5, Dept 1: 17% below reorder point - restock recommended"
2,26,A,Understocked,20752.368366966748,16986.974863258256,0.0,3765.393503708492,"Store 2, Dept 26: 18% below reorder point - restock recommended"
10,23,B,Understocked,139615.79192864412,135870.67621120135,0.0,3745.1157174427644,"Store 10, Dept 23: 3% below reorder point - restock recommended"
1,74,A,Understocked,27654.353626546384,23909.941051117523,0.0,3744.4125754288616,"Store 1, Dept 74: 14% below reorder point - restock recommended"
13,98,A,Understocked,32691.076543321033,28962.930289245825,0.0,3728.1462540752073,"Store 13, Dept 98: 11% below reorder point - restock recommended"
7,5,B,Understocked,25317.405955437403,21598.709280931987,0.0,3718.696674505416,"Store 7, Dept 5: 15% below reorder point - restock recommended"
26,38,A,Understocked,232775.48572247327,229082.7225506687,0.0,3692.763171804574,"Store 26, Dept 38: 2% below reorder point - restock recommended"
3,6,B,Overstocked,7101.34771521717,10790.674190393525,11508.16725812491,3689.3264751763554,"Store 3, Dept 6: 1.5x reorder point - INR 11,508 excess tied up"
15,74,B,Understocked,30537.96171388871,26893.136964254078,0.0,3644.824749634634,"Store 15, Dept 74: 12% below reorder point - restock recommended"
41,94,A,Understocked,113304.1851897754,109701.58382522884,0.0,3602.6013645465573,"Store 41, Dept 94: 3% below reorder point - restock recommended"
16,18,B,Overstocked,7024.8553813301205,10589.582558340368,4340.857366650427,3564.727177010247,"Store 16, Dept 18: 1.5x reorder point - INR 4,341 excess tied up"
20,32,A,Understocked,29440.6307289504,25957.84303894994,0.0,3482.7876900004594,"Store 20, Dept 32: 12% below reorder point - restock recommended"
18,22,B,Understocked,31960.206607855973,28488.868847992773,0.0,3471.3377598631996,"Store 18, Dept 22: 11% below reorder point - restock recommended"
9,6,B,Overstocked,6723.012705516779,10188.213326902574,8606.624296074775,3465.200621385796,"Store 9, Dept 6: 1.5x reorder point - INR 8,607 excess tied up"
7,3,B,Understocked,24967.12006430268,21506.626501785806,0.0,3460.4935625168728,"Store 7, Dept 3: 14% below reorder point - restock recommended"
15,47,B,Overstocked,6538.860784892644,9994.595749443522,15463.279484678184,3455.7349645508784,"Store 15, Dept 47: 1.5x reorder point - INR 15,463 excess tied up"
18,87,B,Understocked,44284.59893299401,40842.01540442692,0.0,3442.583528567091,"Store 18, Dept 87: 8% below reorder point - restock recommended"
10,85,B,Overstocked,6578.050643689843,10016.206751998894,12377.855276522741,3438.156108309051,"Store 10, Dept 85: 1.5x reorder point - INR 12,378 excess tied up"
11,16,A,Understocked,42612.32594216522,39199.67659121946,0.0,3412.6493509457578,"Store 11, Dept 16: 8% below reorder point - restock recommended"
9,16,B,Understocked,34395.59850986357,31002.260703568154,0.0,3393.337806295418,"Store 9, Dept 16: 10% below reorder point - restock recommended"
5,9,B,Understocked,24578.729543933783,21194.32818446682,0.0,3384.401359466963,"Store 5, Dept 9: 14% below reorder point - restock recommended"
14,49,A,Understocked,27469.109212304793,24112.843481579752,0.0,3356.265730725041,"Store 14, Dept 49: 12% below reorder point - restock recommended"
26,95,A,Understocked,168280.5509766418,164927.65710358694,0.0,3352.8938730548543,"Store 26, Dept 95: 2% below reorder point - restock recommended"
28,33,A,Understocked,22381.97045730518,19032.270253809307,0.0,3349.7002034958714,"Store 28, Dept 33: 15% below reorder point - restock recommended"
9,74,B,Understocked,19216.089329275146,15887.454087069764,0.0,3328.6352422053824,"Store 9, Dept 74: 17% below reorder point - restock recommended"
6,21,A,Understocked,18153.241178817923,14830.98951839493,0.0,3322.251660422993,"Store 6, Dept 21: 18% below reorder point - restock recommended"
3,82,B,Understocked,17086.053540865603,13783.555993620565,0.0,3302.4975472450387,"Store 3, Dept 82: 19% below reorder point - restock recommended"
30,40,C,Understocked,52117.74534085127,48824.462495388514,0.0,3293.2828454627524,"Store 30, Dept 40: 6% below reorder point - restock recommended"
33,13,A,Understocked,16397.927857313236,13137.07735772437,0.0,3260.850499588865,"Store 33, Dept 13: 20% below reorder point - restock recommended"
35,10,B,Understocked,32861.08065053854,29627.99696175401,0.0,3233.0836887845326,"Store 35, Dept 10: 10% below reorder point - restock recommended"
41,46,A,Understocked,66091.3917409045,62863.841144155784,0.0,3227.5505967487115,"Store 41, Dept 46: 5% below reorder point - restock recommended"
27,55,A,Understocked,22420.084951541434,19197.254771253396,0.0,3222.830180288038,"Store 27, Dept 55: 14% below reorder point - restock recommended"
6,11,A,Understocked,56420.72785824685,53200.657469690566,0.0,3220.0703885562834,"Store 6, Dept 11: 6% below reorder point - restock recommended"
37,46,C,Understocked,19150.594162227073,15975.461906516337,0.0,3175.132255710736,"Store 37, Dept 46: 17% below reorder point - restock recommended"
21,38,B,Understocked,92899.28843756537,89732.05700909105,0.0,3167.231428474319,"Store 21, Dept 38: 3% below reorder point - restock recommended"
24,26,A,Understocked,17456.727767847773,14294.313960212154,0.0,3162.4138076356194,"Store 24, Dept 26: 18% below reorder point - restock recommended"
12,78,B,Overstocked,5975.935634892643,9129.545654446707,13748.302774942693,3153.610019554064,"Store 12, Dept 78: 1.5x reorder point - INR 13,748 excess tied up"
27,56,A,Understocked,19855.96437563286,16733.458671123204,0.0,3122.5057045096546,"Store 27, Dept 56: 16% below reorder point - restock recommended"
8,29,A,Overstocked,5873.624307916816,8972.224803587367,13428.432362107864,3098.600495670551,"Store 8, Dept 29: 1.5x reorder point - INR 13,428 excess tied up"
29,99,B,Overstocked,5960.405334892644,9047.720509970008,8890.33813337647,3087.315175077364,"Store 29, Dept 99: 1.5x reorder point - INR 8,890 excess tied up"
33,79,A,Understocked,27395.0489064464,24327.012835984984,0.0,3068.0360704614177,"Store 33, Dept 79: 11% below reorder point - restock recommended"
13,16,A,Understocked,80357.5826188113,77307.18292441934,0.0,3050.399694391963,"Store 13, Dept 16: 4% below reorder point - restock recommended"
27,14,A,Understocked,58212.944964641865,55174.85845658894,0.0,3038.0865080529256,"Store 27, Dept 14: 5% below reorder point - restock recommended"
8,81,A,Understocked,29679.14067069567,26697.905927965894,0.0,2981.2347427297755,"Store 8, Dept 81: 10% below reorder point - restock recommended"
33,81,A,Understocked,19676.765511774072,16695.814369334516,0.0,2980.951142439557,"Store 33, Dept 81: 15% below reorder point - restock recommended"
35,82,B,Understocked,24589.990722017625,21633.360897580485,0.0,2956.629824437139,"Store 35, Dept 82: 12% below reorder point - restock recommended"
10,1,B,Understocked,64689.20580300767,61736.5993005079,0.0,2952.6065024997733,"Store 10, Dept 1: 5% below reorder point - restock recommended"
22,10,B,Understocked,43341.61421217864,40404.74418203594,0.0,2936.8700301427016,"Store 22, Dept 10: 7% below reorder point - restock recommended"
19,17,A,Understocked,34908.484140518296,31992.495255282407,0.0,2915.988885235889,"Store 19, Dept 17: 8% below reorder point - restock recommended"
11,71,A,Understocked,24256.72797402267,21364.384061707886,0.0,2892.3439123147837,"Store 11, Dept 71: 12% below reorder point - restock recommended"
1,36,A,Overstocked,5660.34855180839,8518.322973841874,2307.4121287310463,2857.974422033484,"Store 1, Dept 36: 1.5x reorder point - INR 2,307 excess tied up"
42,96,C,Understocked,35150.866302302486,32304.20137349622,0.0,2846.6649288062654,"Store 42, Dept 96: 8% below reorder point - restock recommended"
12,91,B,Understocked,16362.198190723107,13526.322576247494,0.0,2835.8756144756135,"Store 12, Dept 91: 17% below reorder point - restock recommended"
17,58,B,Overstocked,5275.385022621946,8060.2654453871655,12216.596650702511,2784.88042276522,"Store 17, Dept 58: 1.5x reorder point - INR 12,217 excess tied up"
9,46,B,Understocked,17868.46969875113,15091.47562169847,0.0,2776.994077052661,"Store 9, Dept 46: 16% below reorder point - restock recommended"
40,3,A,Understocked,18690.145450824744,15992.309473937425,0.0,2697.8359768873197,"Store 40, Dept 3: 14% below reorder point - restock recommended"
20,10,A,Understocked,97289.65486541211,94596.3696124823,0.0,2693.2852529298107,"Store 20, Dept 10: 3% below reorder point - restock recommended"
21,55,B,Understocked,14729.664194847823,12059.451639449679,0.0,2670.212555398144,"Store 21, Dept 55: 18% below reorder point - restock recommended"
21,26,B,Understocked,23645.439066734933,20991.300256033854,0.0,2654.138810701079,"Store 21, Dept 26: 11% below reorder point - restock recommended"
5,23,B,Understocked,14485.832230817236,11856.741214365042,0.0,2629.091016452194,"Store 5, Dept 23: 18% below reorder point - restock recommended"
